Iteration,SampleCount,S_MASS,S_MASS_Weight
56,54,0.07052779148427514,51
55,152,0.09402162750815453,147
54,72,0.5645069668702324,61
53,34,0.06567031825659801,32
52,19,0.16692718295587441,18
51,124,0.15420449872588754,117
50,82,5642071.585598508,74
49,141,6.845600532867572,133
48,141,0.20051583099312362,132
47,207,1.0747389901930047,190
46,178,0.11682391163197264,152
45,56,0.18808570567010202,37
44,1202,0.07393596597743783,1198
43,152,0.11389886838685662,7
42,678,0.017238233977513784,1
41,4,,
40,1,,
39,3,,
38,1,,
37,5,0.1015540191669509,3
36,30,,
35,3,,
34,9,,
33,17,0.21328399473897128,12
32,15,0.17107769399133008,10
31,54,0.19671950878938288,25
30,7,0.1564806001527654,5
29,9,,
28,4,,
27,12,,
26,7,0.46779870322673484,6
25,57,,
24,10,,
23,3,,
19,1,,
16,1,,
