Iteration,SampleCount,S_MASS,S_MASS_Weight
56,51,0.12135988122220037,50
55,152,0.09725371192113207,146
54,68,0.0692855397294252,56
53,37,0.11372573380714943,30
52,25,0.06774418718393245,22
51,113,0.17592589785849988,110
50,91,0.15608584339725765,76
49,136,0.12310611711542598,130
48,152,0.1011149256343939,140
47,197,0.09834620579343108,188
46,179,0.07657174065505647,151
45,57,0.08235703165526212,37
44,1204,0.07368013446467536,1200
43,153,0.05380952312234176,10
42,675,0.041221182603209505,1
41,4,,
40,1,,
39,3,,
38,1,,
37,6,0.061424020075865365,4
36,29,,
35,3,,
34,13,,
33,13,0.29459781524782747,12
32,14,0.09419180891482366,9
31,54,0.1557627925211938,24
30,8,0.16229269100734128,5
29,5,,
28,8,0.24242606490635452,4
27,10,,
26,9,0.2716897653863976,6
25,62,,
24,5,,
23,2,,
22,1,,
19,1,,
16,1,,
