Iteration,SampleCount,S_MASS,S_MASS_Weight
56,50,0.13437499999999997,48
55,152,0.09937500000000003,144
54,72,0.0522413793103448,58
53,35,0.06133333333333332,30
52,23,0.06700000000000002,20
51,113,0.14564814814814814,108
50,90,0.0942602735616438,73
49,139,0.11438461538461539,130
48,151,0.07604316546762592,139
47,205,0.09375384584615387,195
46,175,0.0498311687012987,154
45,51,0.026852941470588244,34
44,1213,0.03959452733830847,1206
43,147,0.02200000000000001,10
42,675,0.020000000000000018,1
41,3,,
40,2,0.09999999999999998,1
39,2,,
38,2,0.19999999999999996,1
37,7,0.07000000000000006,5
36,28,,
35,3,,
34,12,,
33,14,0.12499999999999997,12
32,15,0.134,10
31,54,0.12360000000000002,25
30,5,0.040000000000000036,3
29,9,0.15000000000000008,7
28,6,0.27999999999999997,4
27,11,,
26,8,0.3816666666666667,6
25,58,,
24,9,,
23,3,,
19,1,,
16,1,,
