Iteration,SampleCount,S_MASS,S_MASS_Weight
56,50,0.11798509710139357,49
55,148,0.05110746971106035,141
54,72,0.03964666059890463,55
53,38,0.059885066398476745,30
52,24,0.06468119118131581,21
51,119,0.15080588070222817,115
50,84,0.07706563414674737,74
49,133,0.06519344841117322,125
48,155,0.05493739373555181,138
47,202,0.09102800174152419,191
46,178,0.04851653799845667,153
45,52,0.05401826433342374,34
44,1216,0.019470804073757904,1209
43,143,0.040490203661478895,9
42,676,0.028207260601072925,1
41,3,,
40,2,0.020318895450291974,1
39,3,,
38,1,,
37,7,0.0721953542911233,5
36,28,,
35,2,,
34,14,0.06869460486547013,13
33,15,0.1570217599814262,14
32,13,0.0779085045665752,10
31,48,0.10040658057702286,19
30,12,0.09595452752688255,4
29,9,0.11482653168600615,8
28,5,0.31204122879607366,4
27,13,,
26,6,,
25,61,,
24,6,,
23,3,,
19,1,,
16,1,,
