Iteration,SampleCount,S_MASS,S_MASS_Weight
56,55,0.17725925925925923,54
55,150,0.16527297297297297,148
54,72,0.1791251612903226,62
53,29,0.24397308341776422,28
52,27,0.22263173874615352,22
51,115,0.21493986134438495,112
50,86,0.2286322298375258,73
49,140,0.22279112417576924,131
48,138,0.2181064971828337,127
47,215,0.3003848307313719,193
46,174,0.2664144808769564,151
45,59,0.30491876985798905,39
44,1196,0.1339395176629522,1194
43,159,0.1610559501413023,10
42,675,0.08957762714300199,1
41,4,,
40,1,,
39,1,,
38,3,0.2803699776403973,1
37,5,0.04361845323231409,3
36,30,,
35,3,,
34,13,,
33,14,0.37187962675393865,13
32,13,0.17878429299802298,9
31,57,0.1990181514092789,27
30,5,,
29,7,,
28,6,0.2766268858065325,4
27,11,,
26,8,0.43079875753363267,6
25,60,,
24,7,,
23,2,,
22,1,,
19,1,,
16,1,,
