Iteration,SampleCount,S_MASS,S_MASS_Weight
56,51,0.11572494815955735,50
55,144,0.05412273337417977,138
54,77,0.04526656100067114,57
53,37,0.05066446015946913,31
52,23,0.08017153260720512,21
51,117,0.14324215848461447,113
50,86,0.130886871152442,74
49,133,0.08336427869360725,125
48,148,0.09008014350792518,131
47,213,0.09466921346271565,195
46,172,0.06383358665698785,151
45,55,0.05990367119987998,35
44,1219,0.034095791861422295,1213
43,138,0.02952982763121459,8
42,677,0.15252394665144065,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.16476754024107287,5
36,28,,
35,3,,
34,10,,
33,18,0.12978841443865288,14
32,11,0.08237115211920482,8
31,56,0.11382723806206826,25
30,6,0.07111415357769166,4
29,10,0.11956573824224849,9
28,3,,
27,13,0.26116490752982724,12
26,7,0.37383979295518716,6
25,61,,
24,6,,
23,3,,
19,1,,
16,1,,
