Iteration,SampleCount,S_MASS,S_MASS_Weight
56,48,,
55,145,0.0563441116682926,137
54,76,0.04352641348109239,55
53,38,0.0555344796026004,30
52,27,0.07044547872695753,24
51,110,0.15494012744840044,109
50,91,0.11762936623407173,75
49,131,0.08718271439457186,124
48,148,0.08810513049365387,130
47,211,0.08750481398828348,192
46,186,0.06975163432204377,162
45,47,0.06380548064726442,38
44,1217,0.03557324059323486,1214
43,138,0.023326022697788298,9
42,676,0.04390740241400459,1
41,4,,
40,1,,
39,3,,
38,1,,
37,6,0.09001960749618426,4
36,29,,
35,3,,
34,11,,
33,17,0.14058652977509553,14
32,11,0.09305116869468866,8
31,54,0.11905990730286646,23
30,8,0.08006061774209539,4
29,9,0.07097528130046361,8
28,5,0.41264107523952226,4
27,9,,
26,8,0.3757236675207745,4
25,64,0.17164381261733258,62
24,5,,
23,3,,
19,1,,
16,1,,
