Iteration,SampleCount,S_MASS,S_MASS_Weight
56,52,0.12359225431543021,50
55,145,0.11880139410308155,139
54,74,0.12811457434262744,55
53,36,0.1913611140634333,28
52,25,0.20306079928297552,20
51,122,0.16660696146261486,117
50,82,119916023.08702321,74
49,135,22.277334882995866,127
48,145,6.38692342955305,130
47,212,9.89380600543576,193
46,172,2.199206903893254,149
45,61,0.6144711110624814,39
44,1216,0.5309579754691554,1214
43,137,0.3748764138968859,8
42,677,0.6556072498056565,1
41,3,,
40,2,0.3669997159677929,1
39,3,,
38,1,,
37,7,0.14464619124142786,5
36,28,,
35,2,,
34,14,0.3115003488440345,13
33,15,0.4339377045126618,14
32,13,0.35706330872032366,10
31,54,0.590754916496681,25
30,7,0.5026306909727544,5
29,8,,
28,5,0.459496872553895,4
27,11,,
26,6,0.9789623789379338,4
25,63,0.9825545101070837,61
24,6,,
23,2,,
22,1,,
19,1,,
16,1,,
