Iteration,SampleCount,S_MASS,S_MASS_Weight
56,53,,
55,138,0.0781759352897057,135
54,79,0.05958846371500513,56
53,38,0.1320318290755344,31
52,25,0.08915237918414329,23
51,111,0.1769304779574353,109
50,90,0.1395364622056887,74
49,139,0.12160927798230944,131
48,143,0.09101783233899466,132
47,211,0.10251765898970522,194
46,172,0.07176309032516755,150
45,58,0.06537089505415596,37
44,1214,0.05999124893074722,1210
43,143,0.06163931181481635,10
42,675,0.018553728467303743,1
41,4,,
40,1,,
39,3,,
38,1,,
37,6,0.07009365119844818,4
36,29,,
35,2,,
34,12,0.06662693033643621,11
33,18,0.1972485397501093,15
32,10,0.13444845342849857,8
31,56,0.13284352210005965,25
30,7,0.13019464635062855,5
29,8,,
28,5,0.36261772610212617,4
27,10,,
26,7,0.37233088466134445,4
25,63,0.22971193655629515,61
24,6,,
23,2,,
22,1,,
19,1,,
16,1,,
