Iteration,SampleCount,S_MASS,S_MASS_Weight
56,51,,
55,142,0.09180197753053584,137
54,77,0.21974121416644787,56
53,38,0.0803889817385959,31
52,24,0.13717388984120088,22
51,122,0.19837965100093158,119
50,83,0.1094223747951943,77
49,132,0.1273656559708255,127
48,147,0.1092491408527134,132
47,204,0.116069027814052,187
46,181,0.07619741066506623,152
45,56,0.07762310205744696,37
44,1209,0.03646955601584411,1205
43,147,0.035855755123470806,9
42,676,0.12061252023118374,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.08375030719590988,5
36,28,,
35,2,,
34,12,0.1765218535381857,11
33,17,0.18935916196376512,14
32,12,0.0620921283465416,9
31,55,0.16396743221207266,25
30,6,0.21799028100550394,4
29,9,0.0938053322822009,8
28,4,0.15196899382366436,3
27,13,0.37257243549254326,12
26,7,0.5711554923284743,6
25,60,,
24,7,,
23,3,,
19,1,,
16,1,,
