Iteration,SampleCount,S_DISTANCE,S_DISTANCE_Weight
56,50,852.7447879770714,49
55,145,203.5260378314473,138
54,78,238.1197254693846,58
53,37,150.77651517621655,32
52,24,153.33715720254406,23
51,112,176.44599899066424,110
50,92,352.7034844244536,77
49,135,275.6356461114317,130
48,151,158.0257759548399,139
47,208,137.0202691991139,198
46,167,108.7342919490083,150
45,61,144.8073562877621,40
44,1202,216.62171754645703,1200
43,153,118.0978038193467,11
42,604,,
41,75,151.28220715776922,4
40,1,,
39,3,,
38,1,,
37,5,,
36,27,252.55185509462027,25
35,6,108.02394147791497,3
34,10,,
33,17,400.6399937603752,14
32,13,494.5913670550642,11
31,51,130.67673771820444,50
30,11,156.38769515330122,5
29,9,,
28,4,,
27,11,,
26,8,3194.3577033117776,6
25,58,,
24,9,,
23,3,,
19,1,,
16,1,,
