Iteration,SampleCount,S_DISTANCE,S_DISTANCE_Weight
56,52,,
55,144,365.63656561806704,140
54,73,1805.4618737770277,55
53,38,191.79367958635748,30
52,25,1156.063382230427,22
51,111,341.80318332421876,108
50,92,36700836848.616615,75
49,140,650.391370456437,133
48,143,1434.8432986626524,134
47,213,289.2327675495858,198
46,167,391.84960583980495,150
45,61,301.78861965867924,40
44,1195,522.3876206487053,1193
43,160,463.0022380097568,11
42,613,,
41,66,466.054410866352,4
40,1,,
39,2,,
38,2,174.60371499339118,1
37,6,,
36,28,474.76052664317723,27
35,4,559.0220545265182,3
34,13,,
33,14,,
32,12,277.1045673407604,10
31,53,378.88849269250784,51
30,9,344.13027838502285,4
29,10,431.03459114321896,9
28,3,,
27,13,729.1652286995927,12
26,6,2583.3514958127585,5
25,60,2872.025796641463,59
24,8,,
23,3,,
19,1,,
16,1,,
