Iteration,SampleCount,S_DISTANCE,S_DISTANCE_Weight
56,52,,
55,141,173.36218328220386,137
54,82,204.79338894236054,61
53,33,125.80507246652174,31
52,23,123.21653838502398,21
51,113,106.87386116439455,109
50,91,230.54561052499145,75
49,132,111.43847999228556,125
48,150,158.94125269496186,133
47,213,109.1901001107022,197
46,174,127.92911530846513,156
45,55,168.31352158018393,40
44,1204,224.8516285587153,1202
43,151,226.2796174965486,11
42,608,,
41,71,166.22238495864292,4
40,1,,
39,2,,
38,2,225.67975797985474,1
37,3,,
36,31,212.167510512823,27
35,4,108.10366010734231,3
34,13,,
33,13,,
32,14,421.2390871811059,11
31,51,142.49361203977983,50
30,10,92.61295619751654,4
29,9,279.8899297691359,8
28,5,1966.4884074919553,4
27,11,,
26,8,2938.528790159362,6
25,60,,
24,7,,
23,3,,
19,1,,
15,1,,
