Iteration,SampleCount,S_MAG,S_MAG_Weight
56,50,1.595967009714985,48
55,143,1.2392593549614528,131
54,80,1.2983368354324392,47
53,33,1.622797268384132,22
52,26,1.1327476828442904,12
51,114,1.1152322550575084,111
50,87,3.312898299908044,61
49,141,2.1794086626842093,132
48,150,2.2240799886829996,137
47,202,1.708159566140162,191
46,176,1.5122260745479692,154
45,56,1.6924140568893173,38
44,1208,1.8422890437239436,1206
43,147,0.7792313428172125,10
42,609,1.3311199710737665,608
41,71,1.6834012188953387,4
40,1,,
39,2,,
38,2,0.7159070170899788,1
37,7,,
36,26,,
35,5,1.22674834697412,3
34,11,,
33,15,1.5765879369136464,12
32,12,1.3224788755751333,9
31,54,0.9665370739817861,49
30,9,2.306154666084643,3
29,10,1.316292754661273,9
28,4,1.3156679552125086,2
27,11,0.7264200070361081,6
26,8,2.314094535743415,1
25,65,2.397445683593096,17
24,2,,
23,3,,
19,1,,
16,1,,
