Iteration,SampleCount,S_MAG,S_MAG_Weight
56,53,2.3735882352941178,51
55,150,1.0167375886524823,141
54,67,0.8000000000000002,44
53,38,1.1623750000000002,24
52,24,0.8252500000000008,12
51,116,0.8360088495575222,113
50,90,1.3802272727272729,66
49,136,0.8955833333333333,132
48,145,0.6621515151515149,132
47,205,0.6628042328042328,189
46,179,0.7863290322580646,155
45,50,0.4742424242424245,33
44,1196,0.6084844407064763,1189
43,162,0.49949999999999983,8
42,621,0.3688851132686083,618
41,61,0.03050000000000086,4
40,1,,
39,3,,
38,1,,
37,7,,
36,26,,
35,5,2.127666666666667,3
34,9,,
33,19,1.3489999999999995,14
32,12,0.6996363636363644,11
31,50,0.4699361702127659,47
30,12,0.5105000000000004,4
29,8,,
28,5,0.48849999999999927,2
27,12,0.7720000000000002,7
26,7,3.193000000000003,1
25,64,2.3085,16
24,3,,
23,3,,
19,1,,
16,1,,
