Iteration,SampleCount,S_MAG,S_MAG_Weight
56,48,1.6751994177176455,46
55,150,1.228488619645207,136
54,76,1.3072815589244358,48
53,36,1.4204897469919504,26
52,24,0.7408060134103406,14
51,116,1.2938996768217355,115
50,84,3.4443012538746807,62
49,136,2.0923984139446743,128
48,148,1.9624415083184075,131
47,208,1.5262539545088625,191
46,177,1.3610108745228995,155
45,54,1.710559693348459,37
44,1206,1.3942238695812064,1203
43,149,0.8159414450243391,9
42,609,0.9628960946284687,607
41,72,2.0520112443317204,4
39,4,0.13689992675827747,3
38,1,,
37,6,,
36,26,0.8766553710832334,25
35,6,1.4941990614883682,3
34,12,,
33,15,2.647382844786613,13
32,10,2.071065206289888,8
31,56,1.2346119059156737,50
30,9,2.167495684026139,4
29,8,,
28,4,0.8545546120582976,1
27,12,0.9439962758137789,6
26,8,2.7017673791286327,1
25,66,2.448185303846292,18
24,1,,
23,3,,
19,1,,
16,1,,
