Iteration,SampleCount,S_MAG,S_MAG_Weight
56,52,1.659677646243219,48
55,148,1.2164846834029077,136
54,68,1.1627603860000317,40
53,41,1.442712883801618,23
52,27,1.353574269644396,14
51,113,1.1513011067354522,112
50,89,3.56335159500295,64
49,134,2.208122275125235,128
48,146,2.1705613532398007,129
47,214,1.6090486928743792,195
46,176,1.4772009743483951,158
45,50,1.6491949513921889,36
44,1215,1.6717412083422358,1211
43,142,0.5697028791316356,10
42,603,1.2126606912813818,602
41,77,1.8502960275015163,4
40,1,,
39,3,,
38,1,,
37,7,,
36,24,,
35,7,0.3855074231113216,3
34,10,,
33,17,1.891201661827752,13
32,14,1.4517946559975552,12
31,50,1.0348787902739733,48
30,10,1.2697026299214411,3
29,10,1.389486958187786,9
28,4,1.0215853517573832,2
27,13,0.7695153382402156,8
26,6,2.3140437630508224,1
25,66,2.6854811555171985,18
24,1,,
23,3,,
19,1,,
16,1,,
