Iteration,SampleCount,S_MAG,S_MAG_Weight
56,53,1.8551316863156058,50
55,144,1.2174177159789585,134
54,74,1.2408532208072176,44
53,38,1.6230020189581191,24
52,25,1.4964851968890114,13
51,111,1.075176079822701,109
50,91,3.638621613403671,63
49,137,2.1641367074668327,130
48,149,2.269006921627826,134
47,207,1.6368069110162937,193
46,171,1.4185612434100539,151
45,57,1.553546470660505,36
44,1213,1.823223067291136,1209
43,143,0.8360180395909835,9
42,611,1.2660080582579085,609
41,70,1.3716568528985373,4
40,1,,
39,2,,
38,2,0.5341090591197251,1
37,5,,
36,27,1.2030615113689613,25
35,6,0.7642060414131038,3
34,12,,
33,14,1.7185202696532624,12
32,14,1.2968100810400063,11
31,53,1.0109007028871901,50
30,9,1.6754693953031543,4
29,9,,
28,4,1.0356800967823796,2
27,12,0.6112965084404822,7
26,7,2.3545411932009195,1
25,63,2.454394598806027,15
24,4,,
23,3,,
19,1,,
16,1,,
