Iteration,SampleCount,S_MAG,S_MAG_Weight
56,53,1.7561403545607162,50
55,143,1.0844405220757518,133
54,77,1.254993521037931,46
53,34,1.7381015453754667,22
52,27,1.47805263661787,13
51,118,1.1085502469941046,116
50,81,2.281962204700245,60
49,136,2.037294137235551,126
48,155,2.0837046336668004,136
47,202,1.5166064521587952,190
46,173,1.5561675656061256,150
45,57,1.610119893518238,35
44,1221,1.5309999694180727,1216
43,138,1.068359553697362,11
42,603,,
41,75,2.917232946821168,3
40,2,2.6307989450287934,1
39,3,,
37,7,1.4921357836809932,6
36,26,1.0384296762443312,25
35,6,1.103013590320075,3
34,13,,
33,15,2.2298549145877344,14
32,12,1.2224877816316522,11
31,51,1.0133092536044086,48
30,11,1.1072213510730875,4
29,8,,
28,5,1.2835433271460417,2
27,12,0.9524092271458746,7
26,7,1.4732226697555095,1
25,64,1.624657994792094,16
24,3,,
23,3,,
19,1,,
16,1,,
