Iteration,SampleCount,S_MAG,S_MAG_Weight
56,51,2.142424172203279,48
55,142,1.2298491281970005,130
54,81,1.18687601504889,47
53,33,1.5836497656000443,22
52,26,1.3436701872655206,12
51,117,1.10055192153827,114
50,86,2.8636888501325415,63
49,140,2.0482770313133325,133
48,148,2.0149860896966425,136
47,208,1.5558782279302514,196
46,173,1.5329741687051033,156
45,55,1.4933423618062573,39
44,1206,1.3897629079890186,1205
43,147,0.8329789839568836,9
42,606,1.230749248148995,604
41,75,2.3358005777203106,4
40,1,,
39,3,,
38,1,,
37,7,,
36,27,,
35,4,1.4492894510261027,3
34,8,,
33,18,1.740650591315824,12
32,12,1.5034038069518731,9
31,48,1.0259472887311276,43
30,16,1.4121910825194628,4
29,8,,
28,4,0.7330188583666164,1
27,14,0.7722629146988698,8
26,5,,
25,68,1.7814450288463746,19
23,3,,
19,1,,
16,1,,
