Iteration,SampleCount,S_MAG,S_MAG_Weight
56,48,1.7093755687145544,46
55,152,1.2427641751946519,138
54,74,1.2911172723756894,48
53,33,1.436020956118118,23
52,27,0.9339091818235568,14
51,118,1.2586829857148614,117
50,81,3.6271281833512874,61
49,135,2.118213592815192,126
48,142,1.98133778629079,123
47,221,1.5519621688232037,196
46,176,1.409762799306678,159
45,50,1.7892177279592192,37
44,1219,1.3682136088486925,1216
43,136,0.7315517819986673,9
42,595,0.9468519059147611,593
41,86,2.1477933163959775,4
40,1,,
39,2,,
38,2,0.8305375633597283,1
37,5,,
36,28,0.9259639986504296,26
35,5,1.1958711854918238,3
34,10,,
33,19,2.4182574022096546,15
32,9,,
31,55,1.3215993760736326,50
30,8,1.8027563166361567,3
29,10,0.9219022876730363,9
28,4,1.2953950064735569,2
27,12,1.1720839791010706,7
26,7,2.5648247297821367,1
25,65,2.3586996988041746,17
24,2,,
23,3,,
19,1,,
16,1,,
