Iteration,SampleCount,P_ECCENTRICITY,P_ECCENTRICITY_Weight
56,53,0.24405116913688527,52
55,145,0.11404347499918877,138
54,70,0.11498199016344611,42
53,41,0.1161776429248757,14
52,27,0.07149899461224102,10
51,120,0.08937679105527956,81
50,77,0.12216107465581273,62
49,135,0.12113525185707257,122
48,158,0.11377123257598797,118
47,204,0.09768274406608769,142
46,183,0.12036345806359233,39
45,47,0.10760377238493529,9
44,1344,0.053266394682294535,3
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.05876479069528302,4
36,28,,
35,1,,
34,15,0.07067409802938485,13
33,15,,
32,13,0.07086461846817126,4
31,54,0.08122905165364352,25
30,7,0.13786829469967266,4
29,8,0.08896452572263003,2
28,5,0.06333378770071536,1
27,11,0.0775668320047182,6
26,8,,
25,67,,
23,3,,
19,1,,
16,1,,
