Iteration,SampleCount,P_ECCENTRICITY,P_ECCENTRICITY_Weight
56,49,0.19768710916422216,48
55,154,0.11552645049046785,143
54,72,0.093610234687069,49
53,36,0.0959459970474251,16
52,23,0.08580404994948493,8
51,115,0.07946371442913061,74
50,85,0.09184025011428466,63
49,133,0.11404556265715433,121
48,156,0.09770967869632767,115
47,206,0.08650894077881947,141
46,189,0.10016164342055353,44
45,42,0.11522811647464354,9
44,1344,0.10301759382949817,3
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.08541943127050326,4
36,28,,
35,2,,
34,13,0.08727763072352437,12
33,12,0.13388049640799923,11
32,16,0.023310824844129854,3
31,56,0.0717389399652103,26
30,5,0.2110022226112101,3
29,10,0.0809443206603956,3
28,4,0.14752375383743763,1
27,13,0.10818749153832893,8
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
