Iteration,SampleCount,P_ECCENTRICITY,P_ECCENTRICITY_Weight
56,52,,
55,145,0.185883167625853,138
54,72,3.954145395911593,44
53,38,0.2944743402091643,13
52,25,0.17081143658980727,7
51,120,89.95746427738506,78
50,84,2150.4996685388237,66
49,135,296.05315086782,126
48,151,22.303541764311344,115
47,201,23.539608046829336,136
46,193,18.765205617517708,43
45,44,49.26512162577063,10
44,1342,11.088499679398874,2
43,12,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,30.815435376202284,4
36,28,,
35,2,,
34,13,31.355793031390142,12
33,15,33.09428251410394,14
32,14,30.620911282480677,4
31,53,30.322468123384848,24
30,8,30.583812879316476,4
29,9,30.418564918902778,3
28,4,30.33698463093306,1
27,13,30.25054654530046,8
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
