Iteration,SampleCount,P_ECCENTRICITY,P_ECCENTRICITY_Weight
56,50,,
55,155,0.1078976301369863,146
54,66,0.110187,46
53,39,0.10411525,16
52,25,0.093357,10
51,120,0.10136345679012346,81
50,78,0.12011300957142858,63
49,134,0.14003951212131147,122
48,147,0.11856791923327102,107
47,215,0.1324374941745352,142
46,180,0.1301158986668,36
45,51,0.13254530398848,10
44,1343,0.09770628154879998,3
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.090281427904,4
36,28,,
35,3,,
34,12,,
33,15,0.14065780701423983,14
32,13,0.058082666666666664,3
31,54,0.09621038171306667,24
30,8,0.20342648000000002,4
29,9,0.07977333333333332,3
28,3,,
27,13,0.05855940847981715,7
26,7,,
25,67,,
23,3,,
19,1,,
16,1,,
