Iteration,SampleCount,P_ECCENTRICITY,P_ECCENTRICITY_Weight
56,53,0.17469235294117647,51
55,145,0.10900233576642336,137
54,78,0.08758714285714285,49
53,34,0.1717857142857143,14
52,27,0.0726,10
51,115,0.16565789473684212,76
50,84,0.108553593703125,64
49,136,0.14546192,125
48,148,0.10281621621621621,111
47,215,0.10130075350684932,146
46,181,0.12769292682926828,41
45,45,0.092,9
44,1343,0.1452,2
43,12,,
42,675,,
41,4,,
39,3,0.16849999999999998,2
38,2,0.0,1
37,7,0.0899575,4
36,28,,
35,2,,
34,13,0.1103075,12
33,16,0.08471333333333335,15
32,13,0.06810000000000001,4
31,53,0.07511666666666666,24
30,8,0.20124999999999998,4
29,8,0.07485000000000003,2
28,5,0.10200000000000001,1
27,12,0.0769,7
26,7,,
25,67,,
23,3,,
19,1,,
16,1,,
