Iteration,SampleCount,P_ECCENTRICITY,P_ECCENTRICITY_Weight
56,49,,
55,149,0.11363146209509684,139
54,71,0.08813792227795778,44
53,39,0.08671537853586032,14
52,27,0.09850926984263597,10
51,115,0.09371392732664072,76
50,81,0.15397667213746044,61
49,141,0.11953150869790113,127
48,150,0.10286963599585694,115
47,210,0.09168164599182896,145
46,180,0.10311445320492656,39
45,48,0.10719753044124664,10
44,1343,0.08267982139261099,3
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,6,0.12692879136195961,3
36,29,,
35,2,,
34,12,0.07638218419754508,11
33,17,0.11204765007823507,15
32,13,0.02597502055353633,4
31,53,0.0595365180286879,24
30,7,0.18764232104977757,3
29,10,0.060681177217486615,3
28,4,0.03919933189653396,1
27,13,0.07844904489124668,8
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
