Iteration,SampleCount,P_ECCENTRICITY,P_ECCENTRICITY_Weight
56,50,0.19983952419910173,49
55,146,0.13360388945541485,136
54,74,0.17237976769898236,44
53,39,0.14408754854956426,14
52,25,0.13028328844894907,8
51,116,0.12364238138346115,75
50,87,0.17317607423111012,66
49,135,0.16926262746809348,126
48,149,0.14948071916243086,113
47,214,0.12155828814921651,147
46,177,0.17310113671732213,38
45,48,0.11319181094649305,9
44,1344,0.18608168314695342,3
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.27940979718470577,4
36,28,,
35,3,,
34,12,,
33,15,0.14358431426819282,14
32,14,0.06411131991128306,4
31,56,0.07327670071466831,27
30,5,0.13422426744328594,4
29,9,0.08515648512713732,3
28,4,0.15201600500215026,1
27,12,0.06331384767175503,7
26,7,,
25,67,,
23,3,,
19,1,,
16,1,,
