Iteration,SampleCount,P_ECCENTRICITY,P_ECCENTRICITY_Weight
56,49,,
55,147,0.11250323778133212,137
54,75,0.094679087823671,46
53,37,0.0893133275288393,14
52,27,0.0714599167570617,10
51,116,0.08338230526782582,77
50,82,0.10538922829424278,63
49,138,0.12280429784527055,126
48,145,0.10149651843022618,109
47,216,0.09028675070376244,145
46,182,0.104490871537989,41
45,46,0.11799305553638656,10
44,1342,0.13279595513496384,2
43,12,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.09774492310947568,4
36,28,,
35,3,,
34,13,,
33,13,,
32,15,0.03887886978957612,4
31,54,0.06498873501852832,25
30,7,0.16330215704146267,4
29,9,0.04395501677028888,3
28,4,0.0028571966210289568,1
27,12,0.0825823583157881,7
26,7,,
25,67,,
23,3,,
19,1,,
16,1,,
