Iteration,SampleCount,P_PERIASTRON,P_PERIASTRON_Weight
56,49,0.08885406854166666,48
55,152,0.42262940405432564,144
54,67,0.3479793563522918,53
53,38,0.37725150004691577,28
52,28,0.3704490233897486,23
51,115,0.3673470526203177,113
50,87,0.5263128265190783,75
49,137,0.331526698073413,130
48,148,0.31223775277222726,136
47,201,0.29603105215304115,188
46,183,0.3228336612810855,156
45,54,0.360248665768358,39
44,1203,0.3247103688197929,1201
43,151,0.3261182758837909,9
42,616,0.33989647193201505,614
41,65,0.4270773767035418,4
40,1,,
39,3,,
38,1,,
37,7,0.26593100793033936,5
36,28,,
35,3,,
34,10,,
33,17,0.29789128708675966,14
32,12,0.24708816325870472,8
31,56,0.19936930348258824,25
30,7,0.1895492143529376,5
29,8,,
28,5,0.3885234780655484,4
27,12,,
26,6,0.91049565204038,5
25,60,0.3090028012376292,59
24,8,,
23,3,,
19,1,,
16,1,,
