Iteration,SampleCount,S_METALLICITY,S_METALLICITY_Weight
56,53,,
55,140,0.13575149033498943,136
54,78,0.1345160765231758,53
53,34,0.10416548283474639,24
52,30,0.22423144710238466,21
51,113,0.15083479268162772,101
50,91,0.19118523590290593,73
49,127,0.16742341786601386,123
48,160,0.17463687099081684,114
47,202,0.16134876046884353,194
46,177,0.13928761290871844,128
45,53,0.13303123516567159,25
44,1208,0.07430755713416526,1165
43,148,0.34389298234530036,2
42,674,,
41,5,,
40,1,,
39,3,,
38,1,,
37,7,0.2622090761405549,2
36,28,,
35,3,0.2607766078901941,1
34,12,0.08619543588002793,3
33,15,0.11581003917402656,9
32,14,0.22037256134497196,1
31,56,0.22915456321612063,5
30,5,0.24068814860912136,2
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
