Iteration,SampleCount,S_METALLICITY,S_METALLICITY_Weight
56,48,,
55,150,0.1470279425780006,141
54,73,0.12513978117367397,53
53,37,0.12975878459253973,27
52,26,0.23035852127765083,20
51,115,0.14948962973598834,102
50,85,0.19540802995797826,68
49,134,0.15753631680232358,125
48,148,0.18065451148206618,104
47,211,0.15902921427804273,193
46,176,0.13204580146065453,126
45,57,0.1287766509486234,27
44,1216,0.0741123756514,1175
43,138,0.34375011209426515,2
42,675,0.13766177353033052,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.2641608936031834,2
36,28,,
35,3,0.24721369691373715,1
34,13,0.06043002308923631,4
33,13,0.10459693387182448,8
32,15,0.06622580179809012,1
31,56,0.24532887944560122,5
30,5,0.2223603195396064,2
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
