Iteration,SampleCount,S_METALLICITY,S_METALLICITY_Weight
56,46,,
55,154,0.14667129730980458,143
54,71,0.1278618032026601,53
53,33,0.12293098256034615,23
52,26,0.21204570791770835,16
51,120,0.1490970611755908,103
50,87,0.19220822399505244,71
49,134,0.165954372090687,128
48,151,0.17563995383217282,110
47,212,0.15727305609386935,200
46,171,0.13920877870978252,128
45,50,0.1278961444853439,22
44,1212,0.06890865216194092,1166
43,146,0.4219455648712264,1
42,676,0.1194129546076492,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.2847981515195212,2
36,28,,
35,3,0.31055124050649985,1
34,12,0.1555125781121365,3
33,17,0.1365914197170887,11
32,12,0.2285709974088889,1
31,55,0.18593988823699759,4
30,6,0.24163588742881398,2
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
