Iteration,SampleCount,S_METALLICITY,S_METALLICITY_Weight
56,53,0.13757307692307688,52
55,147,0.1522514813016027,142
54,68,0.13720275003861934,49
53,42,0.15074244587684332,28
52,21,0.19922236209001726,16
51,120,0.15693760914950308,103
50,88,0.17324356184944348,72
49,132,0.17212762684710947,127
48,151,0.2223602371994229,109
47,206,0.18512634759700364,193
46,177,0.14414366994319408,127
45,53,0.1411666666666667,24
44,1211,0.07304089033764743,1167
43,146,0.3486365756993278,2
42,675,0.3383704409087176,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.14726774881739513,2
36,28,,
35,3,0.3418212078415103,1
34,13,0.12578107259171575,4
33,15,0.1324951119511559,10
32,13,0.3414864896720638,1
31,56,0.3297228904480686,5
30,4,0.28170630154308285,1
29,10,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
