Iteration,SampleCount,S_METALLICITY,S_METALLICITY_Weight
56,55,0.16890740740740742,54
55,148,0.1887793103448276,145
54,69,0.15469811320754717,53
53,38,0.10671428571428573,28
52,25,0.23049999999999998,20
51,110,0.21515463917525773,97
50,83,0.27209836098360657,61
49,142,0.20483333333333334,126
48,151,0.16437037046296296,108
47,205,0.21826178,191
46,181,0.17744961240310078,129
45,51,0.15966666666666665,24
44,1217,0.13119096334185848,1173
43,140,0.16000000000000003,2
42,675,0.13999999999999993,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.31900000000000006,2
36,28,,
35,3,0.10000000000000003,1
34,12,0.0133333333333333,3
33,16,0.213,10
32,13,0.10000000000000003,1
31,56,0.4039999999999999,5
30,5,0.23999999999999988,2
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
