Iteration,SampleCount,S_METALLICITY,S_METALLICITY_Weight
56,50,,
55,147,0.4266524106482044,140
54,77,3.2225537500131516,56
53,34,0.3885454204022471,27
52,26,0.534868939605658,20
51,114,0.48764916918855994,101
50,90,63114212.02174047,72
49,132,6.192982456510331,127
48,153,41.17359147997147,111
47,201,11.933819164027762,190
46,185,2.868549480427194,132
45,49,1.536143281109616,25
44,1201,1.7329806481019174,1158
43,155,1.3446121461583216,2
42,675,1.30806095784635,1
41,4,,
40,1,,
39,3,,
38,1,,
37,6,0.23527539141018697,1
36,29,,
35,3,0.5970312323890707,1
34,13,0.6448950213159212,4
33,14,0.6658269732376442,9
32,14,0.6774237767721907,1
31,56,1.3342067129238653,5
30,5,0.738742411845589,2
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
