Iteration,SampleCount,S_METALLICITY,S_METALLICITY_Weight
56,48,,
55,159,0.13779925420458392,150
54,67,0.13041003784945776,56
53,35,0.1164582184565622,28
52,23,0.2284124289633866,18
51,110,0.16174473336796477,95
50,94,0.18159422293106212,70
49,139,0.15417709353007308,132
48,144,0.1784024764631869,107
47,201,0.15722049253625284,186
46,180,0.13166059084095205,123
45,57,0.12441110535561892,24
44,1218,0.0856869113546636,1174
43,138,0.3299297655643493,1
42,676,0.1613582998082813,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.19271969975014283,2
36,28,,
35,3,0.25046775175683106,1
34,13,0.12308090342561205,4
33,13,0.1558797392995376,8
32,15,0.4019477579021316,1
31,55,0.2590544108817721,4
30,6,0.239535263461494,2
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
