Iteration,SampleCount,S_METALLICITY,S_METALLICITY_Weight
56,50,,
55,142,0.14555591631701897,135
54,81,0.11770528300534834,55
53,34,0.10344879646846519,26
52,26,0.2380635548943851,19
51,119,0.17441137810714807,105
50,80,0.1990617878484927,66
49,136,0.17566273954439862,125
48,156,0.17701804768227394,112
47,193,0.1575131127587588,183
46,189,0.14713413139413198,129
45,51,0.16305359326223626,24
44,1223,0.07055863808380261,1179
43,134,0.3353280437300519,2
42,675,0.1949489450073839,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.3111977917461567,2
36,28,,
35,3,0.24949678033629974,1
34,12,0.060761247675963415,3
33,17,0.12375906613414198,11
32,12,0.21765280196574138,1
31,55,0.1823579493023003,4
30,6,0.2325141499727899,2
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
