Iteration,SampleCount,S_METALLICITY,S_METALLICITY_Weight
56,51,,
55,148,0.14308949666677245,142
54,70,0.16974200948798365,51
53,37,0.12455389943869012,25
52,24,0.1814518559556169,16
51,124,0.15642886846240406,107
50,84,0.27568781867867104,72
49,135,0.17601417258337893,130
48,149,0.19851557597807948,110
47,201,0.1612325063291895,189
46,180,0.13288055414494637,126
45,56,0.12207129218003442,26
44,1205,0.09748121212687776,1163
43,150,0.3127360597841268,2
42,675,0.1680099637101695,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.2669245277384163,2
36,28,,
35,3,0.47819768270894897,1
34,13,0.12199948490765254,4
33,14,0.13599221575298104,9
32,14,0.342578344182058,1
31,56,0.30871677727551394,5
30,5,0.2430269690493901,2
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
