Iteration,SampleCount,S_METALLICITY,S_METALLICITY_Weight
56,47,,
55,149,0.1439001117417746,139
54,76,0.1233455614123007,54
53,36,0.11579885501825442,27
52,26,0.23737678440836874,20
51,119,0.1997268261540137,106
50,82,0.1952893621896902,69
49,131,0.18601191773529832,123
48,155,0.17494321328650175,109
47,209,0.1734760909969549,196
46,176,0.1467561724453977,129
45,51,0.15355828490261622,24
44,1208,0.08003820563685456,1164
43,149,0.365576024741092,2
42,675,0.13489453632195592,1
41,4,,
40,1,,
39,3,,
38,1,,
37,6,0.3417611444497207,1
36,29,,
35,3,0.28993418277472044,1
34,13,0.12082656389334832,4
33,16,0.1684810509140241,11
32,12,0.04708631195856011,1
31,56,0.2410699662824275,5
30,5,0.23712880912238535,2
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
