Iteration,SampleCount,S_METALLICITY,S_METALLICITY_Weight
56,48,0.14610933489628242,47
55,150,0.18870057433704224,140
54,75,1.0463824484560431,54
53,35,0.18366335990598717,26
52,27,0.5053025546260178,20
51,117,0.6616986467451073,104
50,81,27053550.407186612,66
49,134,77.60391273869533,123
48,160,2.3682380741708484,114
47,198,109.52940881190122,190
46,182,2.0073708914228643,129
45,53,4.0247964670560625,26
44,1211,21.314133403751207,1169
43,144,0.8438096874430308,2
42,675,2.142956316082199,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.6833544333286027,2
36,28,,
35,3,2.576737194195544,1
34,12,2.132049087924205,3
33,17,2.7636261469974466,11
32,12,3.2793276639400837,1
31,56,4.438331072497581,5
30,5,6.718321239796873,2
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
