Iteration,SampleCount,P_ANGULAR_DISTANCE,P_ANGULAR_DISTANCE_Weight
56,50,1.6086999999999998,49
55,154,0.3622272108843537,147
54,62,1.144627659574468,47
53,41,1.282533333333333,27
52,27,0.45195714285714284,21
51,127,0.05596153846153846,13
50,80,37.829920967741934,62
49,135,9.137536923076924,130
48,145,6.1305499999999995,120
47,208,5.035568181818182,176
46,172,2.543219178082192,146
45,59,0.1770925925925926,27
44,1338,0.05698809523809522,42
43,17,0.8310000000000001,1
42,601,0.08283966666666666,600
41,78,,
40,1,,
39,3,,
38,1,,
37,6,0.046549999999999994,4
36,29,,
35,3,,
34,12,10.02125,8
33,16,27.7224,15
32,13,29.8031,3
31,51,4.303727272727273,22
30,10,0.4077199999999999,5
29,8,2.99,7
28,5,4.797000000000001,4
27,12,1.1129166666666666,6
26,6,1.5902,5
25,66,1.6412391304347826,46
24,2,,
23,3,,
19,1,,
16,1,,
