Iteration,SampleCount,P_ANGULAR_DISTANCE,P_ANGULAR_DISTANCE_Weight
56,51,,
55,143,0.3713695652173913,138
54,79,1.0057836363636363,55
53,36,0.8508699999999999,30
52,26,0.23799565217391305,23
51,124,0.10085833333333334,12
50,75,36.42251964285714,56
49,142,10.818914503816794,131
48,147,4.53520081300813,123
47,204,6.982621142857143,175
46,173,1.0734061643835617,146
45,56,0.23522083333333332,24
44,1338,0.07792820512820513,39
43,20,2.45,1
42,607,0.11572293729372937,606
41,72,,
40,1,,
39,3,,
38,1,,
37,6,0.018000000000000002,4
36,29,,
35,3,,
34,13,10.467777777777778,9
33,16,,
32,12,20.7818,3
31,52,4.847708695652174,23
30,8,0.8622500000000001,4
29,7,3.07754,5
28,7,6.00775,4
27,12,1.9265500000000002,6
26,7,7.5631666666666675,6
25,61,1.8941809523809523,42
24,6,,
23,3,,
19,1,,
16,1,,
