Iteration,SampleCount,P_ANGULAR_DISTANCE,P_ANGULAR_DISTANCE_Weight
56,48,,
55,156,10.374367985307442,148
54,67,7.386998869677989,53
53,34,5.482817008880358,26
52,27,7.699138638936766,20
51,127,4.790547977557406,12
50,77,45.68169062658811,58
49,136,15.291025118627477,127
48,152,12.538198235897054,124
47,205,10.910508717135615,177
46,172,7.9227943160913625,147
45,55,6.869819364759391,24
44,1340,3.1432282270615928,41
43,18,21.38325312441763,1
42,606,3.756039501522059,605
41,73,,
40,1,,
39,3,,
38,1,,
37,6,11.52807435488926,4
36,29,,
35,2,,
34,13,12.52104088878399,8
33,15,20.765011329477293,14
32,14,44.66321506571574,3
31,51,14.35271037610091,22
30,8,11.80563182429224,3
29,11,21.596120317666013,8
28,4,,
27,13,23.42877710577837,7
26,6,,
25,62,24.303865181517256,43
24,5,,
23,3,,
19,1,,
16,1,,
