Iteration,SampleCount,P_ANGULAR_DISTANCE,P_ANGULAR_DISTANCE_Weight
56,54,2.778307692307692,52
55,141,0.8483630317140699,137
54,82,1.4846010352731593,57
53,32,0.8410035932559735,28
52,25,0.6860116089341642,20
51,127,0.5263604817176567,12
50,72,40.78218988384526,53
49,134,22.078382437133264,120
48,155,10.554697841444778,120
47,210,20.80255099803637,178
46,168,11.663183541269888,144
45,58,9.664518774890407,24
44,1346,9.591019830098121,47
43,12,8.43659680760851,1
42,617,9.582014557166426,616
41,62,,
40,1,,
39,3,,
38,1,,
37,5,7.778230110432362,3
36,30,,
35,3,,
34,13,20.10692638222358,9
33,13,,
32,15,52.94209457395484,3
31,54,19.571318535740986,25
30,7,6.112832480001356,5
29,7,27.758135956128985,6
28,6,7.484687802547974,4
27,13,7.156383910946351,7
26,6,,
25,63,7.7882845215909375,44
24,4,,
23,3,,
19,1,,
16,1,,
