Iteration,SampleCount,P_ANGULAR_DISTANCE,P_ANGULAR_DISTANCE_Weight
56,53,5.218142307692308,52
55,145,5.571891134751773,141
54,71,5.556813999999999,50
53,39,5.318182142857142,28
52,26,5.50735,21
51,126,5.706925,12
50,77,38.72680172413793,58
49,133,18.391199397679433,124
48,147,18.173499357116846,116
47,211,17.16986284525849,175
46,170,10.748263283145414,143
45,57,9.076760126635651,22
44,1344,5.558323862444188,43
43,16,12.140552848843186,1
42,621,5.150576827160003,620
41,58,,
40,1,,
39,3,,
38,1,,
37,6,8.568569985364366,4
36,29,,
35,3,,
34,11,21.798301464283355,7
33,18,21.329450992504487,16
32,12,43.22999679242004,3
31,52,17.268308585073274,23
30,8,11.350585608504813,4
29,9,15.052375021347592,7
28,5,48.343955821370514,4
27,13,20.294026684060032,7
26,6,,
25,65,21.11851616734697,46
24,2,,
23,3,,
19,1,,
16,1,,
