Iteration,SampleCount,P_ANGULAR_DISTANCE,P_ANGULAR_DISTANCE_Weight
56,52,,
55,153,4.860083933338294,149
54,65,1.7494087970914858,52
53,35,1.409625185257194,26
52,28,2.3865612164378645,21
51,125,18.4253324556813,11
50,77,7072159797.206426,57
49,133,205.0095178341516,123
48,147,386.69651317112204,115
47,213,71.07459171664006,176
46,171,33.69473650364997,145
45,58,26.59733087432,25
44,1339,33.5775456774764,41
43,18,19.99587175149326,1
42,618,19.521074671594562,617
41,61,,
40,1,,
39,2,,
38,2,17.69313054027374,1
37,7,35.616846022113045,5
36,28,,
35,2,,
34,13,17.96742243989006,8
33,16,53.91090819069028,15
32,13,66.23119550036682,3
31,55,32.98465646244087,26
30,6,28.048442418038743,5
29,7,28.851951142087326,6
28,5,29.344670510887223,3
27,12,36.95639865518151,5
26,7,55.60151170051077,5
25,62,50.280125376547,42
24,6,,
23,3,,
19,1,,
16,1,,
