Iteration,SampleCount,P_ANGULAR_DISTANCE,P_ANGULAR_DISTANCE_Weight
56,53,5.283510784313726,51
55,151,5.58338698630137,146
54,69,6.214598113207546,53
53,38,17.576559999999997,30
52,25,17.79086818181818,22
51,122,18.01391111111111,9
50,82,34.52429333333333,60
49,124,17.173573528668744,117
48,153,17.54467059194194,115
47,221,15.634535444898082,184
46,167,8.81834596319381,149
45,50,9.866202252116684,21
44,1345,4.573127645112032,43
43,16,1.7716916454363176,1
42,609,8.177917841373201,608
41,70,,
40,1,,
39,2,,
38,2,3.516582958163279,1
37,7,4.7292024356581575,5
36,28,,
35,3,,
34,13,21.108437226574754,9
33,12,,
32,15,14.163554536333004,2
31,56,18.44070919699248,26
30,6,21.871583336557812,5
29,8,3.9398781907517475,7
28,5,52.79154430129326,4
27,12,31.28591380221761,6
26,7,82.75028625196167,6
25,63,34.43084363158727,44
24,4,,
23,3,,
19,1,,
16,1,,
