Iteration,SampleCount,P_ANGULAR_DISTANCE,P_ANGULAR_DISTANCE_Weight
56,52,21.218528719184555,51
55,153,7.561156911476973,148
54,67,6.858615227042492,53
53,38,8.958768009691118,30
52,26,9.860837907077874,23
51,124,3.6702665132264753,12
50,78,48.092071499219536,59
49,135,15.735670870866661,127
48,149,14.272903269779473,121
47,206,12.580980250854674,175
46,177,7.1441228681574245,150
45,54,5.191583838295488,26
44,1341,3.8631006305787974,44
43,15,14.59287293525495,1
42,595,5.71879611291738,594
41,84,,
40,1,,
39,1,,
38,3,6.717927219546767,1
37,7,7.425869706747601,5
36,28,,
35,3,,
34,13,20.06138943333941,9
33,12,,
32,14,5.126914518846989,1
31,57,12.657969307957787,26
30,6,15.788571104741642,5
29,7,32.52780281354925,6
28,6,41.83701773289377,4
27,12,17.22831710081315,6
26,6,38.556164644229355,5
25,62,17.351577849230882,42
24,6,,
23,3,,
19,1,,
16,1,,
