Iteration,SampleCount,P_ANGULAR_DISTANCE,P_ANGULAR_DISTANCE_Weight
56,52,0.712036,50
55,150,4.752620833333334,144
54,71,5.438445283018868,53
53,37,17.55928275862069,29
52,26,17.952095454545454,22
51,125,18.010174999999997,12
50,77,33.185003448275864,58
49,135,19.57175824218079,126
48,149,16.964355443311803,120
47,207,16.339121971903886,175
46,174,9.096520245143125,147
45,52,8.97582651694893,21
44,1342,5.011033483319013,40
43,19,11.517748482399597,1
42,613,5.562522296304135,612
41,66,,
40,1,,
39,3,,
38,1,,
37,6,5.0796378175158114,4
36,29,,
35,3,,
34,12,20.635099916545997,8
33,15,22.414160545046933,14
32,14,42.213556640937576,3
31,52,16.267205649307233,23
30,9,11.477992082356604,5
29,8,13.40072630921519,7
28,4,56.315114605054205,3
27,14,19.725022653578314,7
26,6,,
25,63,18.39030657280165,44
24,4,,
23,3,,
19,1,,
16,1,,
