Iteration,SampleCount,P_ANGULAR_DISTANCE,P_ANGULAR_DISTANCE_Weight
56,53,,
55,142,10.810131118427407,139
54,77,6.999025675756051,54
53,37,7.302243318248274,30
52,25,5.764241266486326,22
51,124,6.091630797631009,11
50,82,32.807265695801185,62
49,128,12.876077168216078,123
48,152,12.742026887866125,120
47,210,11.927851742238543,178
46,172,7.846423774723897,148
45,57,5.554107595276574,27
44,1336,3.481221977132665,40
43,18,,
42,605,4.175803038418337,603
41,75,,
40,1,,
39,3,,
38,1,,
37,6,5.931684861440387,4
36,29,,
35,3,,
34,13,15.048576726480151,9
33,15,,
32,13,48.3266816747719,3
31,53,10.206239764089558,24
30,8,6.800422921932437,5
29,8,25.567529676418236,7
28,3,87.46681733101128,2
27,15,21.31877674472075,7
26,4,,
25,63,28.27259624385417,42
24,6,,
23,3,,
19,1,,
16,1,,
