Iteration,SampleCount,S_TIDAL_LOCK,S_TIDAL_LOCK_Weight
56,49,,
55,147,0.042788649214285705,140
54,70,0.038549519013709066,52
53,41,0.05905569757881962,30
52,25,0.04439748272727273,22
51,118,0.04105952469539462,115
50,85,0.045048640342787834,75
49,130,0.04409278573969709,123
48,151,0.042190414924242414,132
47,210,0.055277270635917496,193
46,174,0.05020392369668065,151
45,56,0.07105292864229984,36
44,1218,0.019043432671563183,1213
43,138,0.015207497169821366,8
42,677,0.001931982496740925,1
41,3,,
40,2,0.08369341165380978,1
39,3,,
38,1,,
37,7,0.015321266360799534,5
36,28,,
35,2,,
34,14,0.10156605761842916,13
33,15,0.0538084424141173,14
32,13,0.03067075652729301,10
31,53,0.030974605369600467,24
30,8,0.029173665282716976,5
29,8,,
28,5,0.03753720851878345,4
27,13,,
26,5,,
25,61,0.10248037175910334,60
24,7,,
23,3,,
19,1,,
16,1,,
