Iteration,SampleCount,S_TIDAL_LOCK,S_TIDAL_LOCK_Weight
56,49,,
55,145,0.03401950230593629,138
54,75,0.030389549218577987,55
53,36,0.025775555436135283,28
52,25,0.03577388465260709,20
51,115,0.031117294242553065,110
50,91,0.0479263472263451,76
49,133,0.023605355478760203,127
48,149,0.03159611914535454,134
47,204,0.022999326698700476,189
46,180,0.02316945247697198,153
45,55,0.021414412667902324,37
44,1223,0.013594577102104159,1219
43,134,0.02204625455077988,10
42,675,0.0006532387537896422,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.027425372378915368,5
36,28,,
35,2,,
34,13,0.025461401860242858,12
33,15,0.037720406145445626,13
32,12,0.012197487184764357,8
31,56,0.02294975025682491,25
30,6,0.011743654541809881,4
29,7,0.06934256237973142,6
28,7,0.0715763658137051,4
27,12,,
26,6,0.032030036089835734,5
25,61,0.02705152199291882,60
24,7,,
23,3,,
19,1,,
16,1,,
