Iteration,SampleCount,S_TIDAL_LOCK,S_TIDAL_LOCK_Weight
56,51,,
55,150,0.028391547076779055,145
54,74,0.01922433163826367,61
53,29,0.02171971387212837,27
52,29,0.03185486428194304,23
51,112,0.03070467233663986,110
50,87,0.02990102727725575,72
49,136,0.024685320090906706,126
48,146,0.025243106426560365,130
47,213,0.024908332029723326,194
46,180,0.02047738744056536,158
45,49,0.019735996468152613,36
44,1204,0.009896664746510415,1199
43,154,0.017312190287432673,10
42,675,0.006613645237729449,1
41,4,,
40,1,,
39,3,,
38,1,,
37,6,0.027299740025823374,4
36,29,,
35,3,,
34,12,,
33,16,0.032446742781490075,14
32,10,0.015686688088043205,7
31,55,0.023185477671186828,23
30,9,0.020559602450407666,5
29,8,,
28,5,0.010197575772278714,4
27,12,,
26,7,0.0416727449365977,6
25,61,,
24,6,,
23,3,,
19,1,,
16,1,,
