Iteration,SampleCount,S_TIDAL_LOCK,S_TIDAL_LOCK_Weight
56,53,0.03434033469484809,52
55,145,0.03362193957952996,141
54,76,0.19887262550213275,59
53,34,0.06829254119477261,30
52,27,0.07929129581947063,24
51,118,0.09901974020912245,117
50,83,9199954.38835325,75
49,141,6.269680246985174,134
48,137,0.9695286400810078,129
47,208,0.041089270849636636,188
46,181,0.020778513633319905,153
45,55,0.06790306095639413,37
44,1196,0.019247011706610466,1192
43,160,0.023335579414475432,9
42,676,0.001611718868234857,1
41,4,,
40,1,,
39,3,,
38,1,,
37,6,0.01382965033266026,4
36,29,,
35,2,,
34,11,0.08720212705632104,10
33,18,0.0502878434142109,14
32,12,0.029135038442848118,9
31,54,0.03130283130260903,24
30,8,0.029127450991579817,5
29,7,,
28,6,0.037641099502898095,4
27,13,,
26,5,,
25,66,0.10795499523502798,65
24,2,,
23,3,,
19,1,,
16,1,,
