Iteration,SampleCount,S_TIDAL_LOCK,S_TIDAL_LOCK_Weight
56,49,0.061575900769346256,48
55,144,0.025468478601930883,136
54,77,0.021529570596677167,55
53,38,0.02172240604666702,30
52,27,0.03257395280397346,24
51,113,0.03450083482046059,112
50,83,0.03423693382283705,70
49,142,0.03464780953155297,130
48,153,0.027543320980498113,141
47,198,0.02522780103411953,190
46,184,0.023500885424995777,158
45,51,0.023408743881998418,38
44,1214,0.008845701774042463,1211
43,141,0.014404004131670712,9
42,676,0.007868148200726455,1
41,4,,
40,1,,
39,1,,
38,3,0.0018519404678632445,1
37,7,0.04084396839164234,5
36,28,,
35,3,,
34,12,,
33,17,0.03253227803488144,15
32,12,0.017404038568608844,10
31,50,0.02797667313515418,21
30,9,0.014229217363513217,3
29,11,0.0451998098093489,9
28,3,,
27,11,0.024818930738732148,10
26,9,0.01782550951506105,6
25,55,,
24,12,,
23,3,,
19,1,,
16,1,,
