Iteration,SampleCount,S_TIDAL_LOCK,S_TIDAL_LOCK_Weight
56,51,,
55,150,0.041269429257108275,145
54,68,0.04066191259160637,55
53,37,0.05590162729257167,29
52,27,0.04553582207108158,23
51,115,0.039960716012119174,113
50,87,0.04338199465388189,75
49,133,0.048656997403848996,126
48,146,0.0423669132769354,130
47,209,0.05667202944793927,190
46,176,0.05005876925341495,150
45,58,0.07016664935383257,37
44,1215,0.01956067907132903,1211
43,142,0.020987701999999997,10
42,675,0.0011651189868934764,1
41,2,,
40,3,0.08291397881493084,1
39,2,,
38,1,,
37,7,0.018670981771515258,4
36,29,,
35,3,,
34,13,,
33,16,0.051770502517389384,15
32,11,0.026433429898465127,9
31,54,0.03320114541666666,24
30,8,0.029322376402610782,5
29,8,,
28,5,0.037228509953231015,4
27,12,,
26,7,0.08015127137446205,6
25,57,,
24,10,,
23,3,,
19,1,,
16,1,,
