Iteration,SampleCount,S_TIDAL_LOCK,S_TIDAL_LOCK_Weight
56,51,0.03402313841588324,50
55,153,0.03572546910018893,147
54,67,0.024626827555875818,56
53,35,0.04149598756427888,28
52,27,0.03750188597338235,22
51,114,0.04715437018184267,111
50,91,0.03201422473662564,77
49,131,0.030437856991020695,126
48,152,0.03393063191841142,136
47,208,0.040822535141066686,195
46,174,0.03429525094177829,153
45,55,0.030476138534631828,37
44,1205,0.025997881924729335,1201
43,152,0.025704729933364184,10
42,675,0.05180236777055186,1
41,3,,
40,2,0.0205779282589163,1
39,3,,
38,1,,
37,7,0.06518880995135198,5
36,28,,
35,2,,
34,12,0.03229396578681187,11
33,17,0.029500829031577167,14
32,12,0.0303668570820109,9
31,55,0.03800661753334901,25
30,7,0.026635635669067858,5
29,6,,
28,7,0.04765999001017106,4
27,11,,
26,8,0.07316196681019402,6
25,56,,
24,11,,
23,3,,
19,1,,
16,1,,
