Iteration,SampleCount,S_TIDAL_LOCK,S_TIDAL_LOCK_Weight
56,49,,
55,149,0.029957142321414727,142
54,72,0.02637307461985654,56
53,37,0.03641201095584211,30
52,25,0.03695828374614227,22
51,116,0.04972291148958286,113
50,89,0.025369138908751476,77
49,134,0.029438996564611387,129
48,151,0.03517828839426278,138
47,200,0.0400481723954124,189
46,176,0.03277023599557306,149
45,59,0.028200076726708212,37
44,1210,0.02766427914683677,1206
43,147,0.04141082431749747,10
42,675,0.05127280463893236,1
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.04834859564511511,5
36,28,,
35,2,,
34,12,0.03689014758761843,11
33,17,0.035161025488060625,14
32,13,0.036573264719231904,10
31,51,0.03113074731816889,22
30,10,0.027242289370898343,5
29,7,,
28,5,0.034137522128167896,3
27,11,0.060850676415813015,10
26,9,0.06910033765220815,6
25,59,,
24,8,,
23,3,,
19,1,,
16,1,,
