Iteration,SampleCount,S_TIDAL_LOCK,S_TIDAL_LOCK_Weight
56,53,,
55,146,0.023519921258741246,143
54,72,0.021223034035087716,57
53,37,0.03737257064516127,31
52,25,0.03850585173913042,23
51,111,0.034174528256880735,109
50,94,0.02116096717948718,78
49,128,0.02050659177419354,124
48,149,0.025761213587786255,131
47,208,0.02124684142105263,190
46,183,0.019604421847133756,157
45,54,0.014183488250000008,40
44,1205,0.011671025747508298,1204
43,147,0.017255024999999993,8
42,677,0.0,1
41,4,,
40,1,,
39,3,,
38,1,,
37,6,0.012311904999999984,4
36,29,,
35,2,,
34,14,0.03439400461538463,13
33,14,0.022588576923076926,13
32,10,0.005342796666666714,6
31,56,0.01479075130434782,23
30,9,0.021388777999999962,5
29,9,,
28,3,,
27,13,0.04789147583333331,12
26,7,0.031156468333333326,6
25,57,,
24,10,,
23,3,,
19,1,,
16,1,,
