Iteration,SampleCount,S_TIDAL_LOCK,S_TIDAL_LOCK_Weight
56,53,0.04942152615384617,52
55,142,0.03001807804347826,138
54,77,0.02496523403508772,57
53,35,0.03179904172413792,29
52,28,0.03750242499999999,24
51,112,0.03333431666666666,111
50,86,0.01992007,72
49,135,0.02009706279999999,125
48,156,0.026921043093525176,139
47,202,0.024211636614583327,192
46,174,0.021380258466666666,150
45,54,0.013439686666666669,33
44,1218,0.009817993545454538,1210
43,143,0.00411263900000004,10
42,675,0.0,1
41,2,,
40,3,0.002526060000000052,1
39,2,,
38,2,0.0025941399999999115,1
37,7,0.029559862000000013,5
36,28,,
35,3,,
34,11,,
33,17,0.019806033571428554,14
32,13,0.010350350000000036,10
31,55,0.017249026153846134,26
30,6,0.005094169999999965,5
29,8,,
28,5,0.012032752499999966,4
27,12,,
26,7,0.04999922833333333,6
25,60,,
24,7,,
23,2,,
22,1,,
19,1,,
16,1,,
