Iteration,SampleCount,S_TIDAL_LOCK,S_TIDAL_LOCK_Weight
56,53,0.036408273599609,52
55,149,0.03298800509875793,145
54,67,0.025830976065989057,54
53,40,0.03879229454726591,31
52,25,0.03624429356253523,23
51,117,0.04903227233286512,115
50,81,0.02828581598768482,71
49,137,0.03296710748608165,126
48,149,0.0314973303537401,133
47,214,0.03774687240975624,198
46,172,0.03436554713163514,154
45,53,0.032106914992688425,36
44,1199,0.029772017935034874,1194
43,158,0.0280772700277603,9
42,676,0.02509933360399963,1
41,4,,
40,1,,
39,3,,
38,1,,
37,6,0.027176791911814296,4
36,29,,
35,2,,
34,14,0.039145603320920916,13
33,15,0.03029715404343371,14
32,13,0.0197444909347037,10
31,55,0.03387760669647206,26
30,6,0.022179732428506328,5
29,8,,
28,5,0.03438894289219717,4
27,10,,
26,8,0.0585654944408201,5
25,61,0.06575996075109464,60
24,7,,
23,3,,
19,1,,
16,1,,
