Iteration,SampleCount,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_Weight
56,50,,
55,152,0.19043336177630363,137
54,67,3.2962909286331974,38
53,39,0.1079995549972443,17
52,25,0.3175673660993576,10
51,124,25.7515765078769,34
50,85,5510214811.446572,9
49,139,77144.6701116961,23
48,149,10.67852396077271,24
47,213,13.870879295862402,60
46,161,88941.75420220301,107
45,54,1814.299349090132,13
44,1345,1378.6427625222286,3
43,9,817.6096296874815,6
42,606,1654.5611011632377,603
41,75,,
40,1,,
39,3,,
38,1,,
37,7,873.2455340596056,1
36,28,,
35,3,,
34,13,,
33,16,805.8817338492008,1
32,12,692.3989722093024,1
31,56,,
30,5,,
29,9,1186.2904565721087,6
28,4,927.7621383194644,2
27,13,1177.5662759521042,2
26,6,,
25,63,1213.3058288389109,12
24,4,,
23,3,,
19,1,,
16,1,,
