Iteration,SampleCount,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_Weight
56,48,0.2122296207966955,47
55,155,0.21750221242318782,137
54,71,0.20317406806443383,42
53,36,0.20527477684131773,18
52,25,0.21043188370727628,11
51,123,0.21772221801506617,34
50,84,0.1352980446266533,8
49,139,0.16438181868623566,22
48,150,0.16046154239357796,24
47,210,0.18336968666042844,57
46,168,0.0992228378765559,111
45,51,0.23548696261209584,14
44,1344,0.111740888692426,3
43,10,0.32175884051109327,7
42,601,0.2562064171096377,599
41,79,,
40,1,,
39,3,,
38,1,,
37,7,0.15798029819937265,1
36,28,,
35,3,,
34,13,,
33,16,0.4177874529560959,1
32,12,0.24085712427206052,1
31,56,,
30,5,,
29,9,0.264413396616659,6
28,4,0.4152700671663335,2
27,13,0.07241835643728778,2
26,6,,
25,64,0.13907147107897017,13
24,3,,
23,3,,
19,1,,
16,1,,
